ticker,shares,price,position_market_value,average_daily_volume,average_daily_dollar_volume,position_shares_pct_adv,position_value_pct_dollar_adv
CRSP,-2302,53.689998626708984,-123594.37683868408,1787070.0,99433215.55757523,0.0012881420425612875,0.0012429888357288286
CRUS,-3170,130.66000366210938,-414192.2116088867,455320.0,56947171.70475006,0.006962136519370992,0.007273270984489265
CRVL,-42,67.08999633789062,-2817.7798461914062,158750.0,11003138.053703308,0.00026456692913385827,0.00025608874781345045
CRWD,-796,117.29750061035156,-93368.81048583984,10193580.0,1176260206.8304443,7.808836542215787e-05,7.937768356325836e-05
CSCO,4009,78.95999908447266,316550.6363296509,17926230.0,1350746547.4470901,0.00022363876844155186,0.00023435235642684508
CSGP,730,65.19999694824219,47595.9977722168,7001115.0,446347816.26268387,0.00010426910570673385,0.0001066343242602663
CSIQ,4558,21.739999771118164,99090.91895675659,4306350.0,93590497.70870209,0.0010584369593739477,0.0010587711507334262
CSL,-16,341.010009765625,-5456.16015625,371965.0,128615336.24084473,4.301479977954915e-05,4.242231382136893e-05
CSR,75,63.970001220703125,4797.750091552734,138960.0,9089174.289855957,0.0005397236614853195,0.0005278532393099008
CSTM,-12214,23.06999969482422,-281776.976272583,1365705.0,29365929.414110184,0.008943366246737033,0.009595370618073834
CSV,-1149,41.70000076293945,-47913.30087661743,83180.0,3567941.9233703613,0.013813416686703535,0.013428834298781805
CSW,-895,299.9599914550781,-268464.1923522949,144265.0,45591283.063201904,0.006203860950334454,0.005888498289906222
CSX,-9401,37.380001068115234,-351409.3900413513,15280085.0,552132485.7993698,0.0006152452685963462,0.0006364584571266181
CTAS,1914,189.16000366210938,362052.24700927734,1635215.0,313701434.23950195,0.0011704882844151992,0.0011541300341421485
CTBI,-570,60.13999938964844,-34279.79965209961,73115.0,4361710.106544495,0.007795937906038433,0.007859256762769435
CTMX,-11221,5.900000095367432,-66203.90107011795,3265620.0,16553451.88422203,0.0034361009547957204,0.0039994015467686465
CTO,854,17.389999389648438,14851.059478759766,244275.0,4441731.691818237,0.0034960597687033056,0.003343529170416963
CTRA,3799,,,,,,
CTRE,-1816,36.52000045776367,-66320.32083129883,1736495.0,64181346.75905228,0.0010457847560747368,0.0010333270362848045
CTS,-697,50.439998626708984,-35156.67904281616,154045.0,7375683.486862183,0.00452465188743549,0.0047665655807273225
CTSH,-526,83.30000305175781,-43815.80160522461,4355810.0,367144906.2024689,0.00012075825162254552,0.00011934198422750709
CTVA,4228,73.05000305175781,308855.41290283203,3625825.0,254357974.48509216,0.0011660794439886095,0.0012142548843929954
CUBE,-7473,37.06999969482422,-277024.1077194214,2290775.0,85888947.8215599,0.0032622147526492127,0.003225375496448713
CUBI,2194,76.51000213623047,167862.94468688965,327710.0,25212192.444610596,0.006694943700222758,0.006658006639274735
CUZ,-13841,24.81999969482422,-343533.615776062,1547130.0,40487740.79031944,0.008946242397212903,0.008484879844375025
CVBF,3662,19.360000610351562,70896.32223510742,1365090.0,26680900.70306778,0.002682607007596569,0.002657193736602593
CVCO,57,616.1099853515625,35118.26916503906,192070.0,124868656.9342041,0.00029676680376945904,0.00028124166646193376
CVI,2702,21.989999771118164,59416.97938156128,1498815.0,35685563.42326164,0.0018027575117676297,0.0016650144675263922
CVLG,-9328,25.399999618530273,-236931.1964416504,146770.0,3690504.0314102173,0.06355522245690536,0.06420022696767361
CVLT,1279,89.8499984741211,114918.14804840088,1002460.0,108777076.08657837,0.0012758613810027334,0.0010564555711805922
CVNA,-331,82.00800323486328,-27144.649070739746,18038125.0,1582742350.1283646,1.8350022521742144e-05,1.7150390313709772e-05
CVS,100,74.02999877929688,7402.9998779296875,9605530.0,752214169.7626114,1.0410669687148965e-05,9.841611838109849e-06
CVX,82,169.92999267578125,13934.259399414062,11752545.0,1915655921.4746094,6.977212169789607e-06,7.273884231092985e-06
CW,832,664.4600219726562,552830.73828125,216110.0,135471282.14019775,0.0038498912590810234,0.004080796531541877
CWEN,6509,36.95000076293945,240507.5549659729,1205655.0,41667891.2776947,0.005398725174282859,0.005772011675923695
CWH,1635,13.859999656677246,22661.099438667297,2541375.0,31785068.14891815,0.000643352515862476,0.0007129479582203948
CWK,-10115,16.530000686645508,-167200.9569454193,1426985.0,23700583.36906433,0.007088371636702558,0.007054719048125278
CWST,4085,104.38999938964844,426433.14750671387,605860.0,62056191.30195618,0.006742481761463044,0.006871726068906707
CWT,1626,43.619998931884766,70926.11826324463,317895.0,14082245.012130737,0.005114896428065871,0.005036563289599592
CXM,922,6.570000171661377,6057.54015827179,1567245.0,11103918.843648434,0.0005882934703891223,0.000545531739160429
CXT,-32,50.13999938964844,-1604.47998046875,496085.0,24851567.43795395,6.450507473517643e-05,6.456252646737876e-05
CXW,5585,18.469999313354492,103154.94616508484,873925.0,17021636.0989666,0.006390708584832794,0.0060602250903100605
CYD,-1794,46.0,-82524.0,167730.0,7099387.464637756,0.010695761044535861,0.011624101432842525
CYRX,-811,9.779999732971191,-7931.579783439636,344815.0,3617401.4736270905,0.0023519858474834333,0.002192618055050111
CYTK,-661,65.13999938964844,-43057.53959655762,1787815.0,113520285.97255707,0.00036972505544477475,0.0003792937907764481
CZR,-2869,21.280000686645508,-61052.32196998596,4777105.0,113370775.17803192,0.0006005729411432237,0.0005385190484418262
D,2743,60.709999084472656,166527.5274887085,5770470.0,342774632.22299576,0.00047535122788958263,0.00048582220454509073
DAKT,-7012,21.93000030517578,-153773.16213989258,392075.0,8155659.694900513,0.01788433335458777,0.018854779121797133
DAL,-866,65.83000183105469,-57008.78158569336,7747720.0,539047995.7910919,0.00011177481891446774,0.00010575826648242861
DAN,839,29.149999618530273,24456.8496799469,1869910.0,51971818.71294975,0.00044868469605489035,0.0004705790616069593
DAR,1660,44.02000045776367,73073.2007598877,2329195.0,93498364.54229355,0.0007126925826304797,0.0007815452293481923
DASH,-669,206.66000366210938,-138255.54244995117,3840350.0,826083805.6430054,0.0001742028721340503,0.0001673626107975039
DAVE,3,174.88999938964844,524.6699981689453,499055.0,100042558.46931458,6.011361473184319e-06,5.2444680163779905e-06
DBI,1135,6.510000228881836,7388.850259780884,924165.0,6916619.251623154,0.00122813566841419,0.0010682748306619465
DBX,5292,26.229999542236328,138809.15757751465,3298220.0,88242296.24866486,0.0016045018221950021,0.0015730456196012112
DCI,-1457,101.75,-148249.75,606475.0,58785355.126953125,0.002402407353971722,0.002521882357941687
DCO,1245,111.12000274658203,138344.40341949463,143690.0,15629171.707878113,0.00866448604634978,0.008851678515359845
DCOM,-238,33.220001220703125,-7906.360290527344,341425.0,10762909.370574951,0.0006970784213223988,0.0007345932236633698
DD,8287,133.88999938964844,1109546.4249420166,1609183.3,208008834.95805627,0.005149817301733121,0.005334131240943444
DDOG,316,140.55999755859375,44416.959228515625,5330640.0,690090250.6085587,5.927993636786577e-05,6.436398599943465e-05
DDS,-204,603.72998046875,-123160.916015625,146680.0,95268394.34967041,0.0013907826561221706,0.001292778332797115
DE,-387,525.010009765625,-203178.87377929688,1301375.0,650873670.297699,0.0002973777735087888,0.00031216330149960774
DEA,-2862,22.540000915527344,-64509.48262023926,450925.0,10111036.478357315,0.006346953484504075,0.006380105813911549
DECK,-806,97.62000274658203,-78681.72221374512,2659465.0,273300653.706398,0.00030306847429840213,0.00028789437985856953
DEI,16055,10.350000381469727,166169.25612449646,2677760.0,29374158.25498104,0.005995682958891013,0.0056569878422411905
DELL,4744,117.31999969482422,556566.0785522461,6911740.0,821255761.8707275,0.0006863684108487877,0.0006777012769864186
DFH,-1448,18.43000030517578,-26686.64044189453,426185.0,7904138.239622116,0.003397585555568591,0.0033762871590629438
DFIN,-193,51.959999084472656,-10028.279823303223,214520.0,11053735.714874268,0.0008996830132388589,0.0009072299249753947
DG,1409,145.0399932861328,204361.35054016113,3309820.0,480778074.4393158,0.0004257029083152558,0.00042506379014577085
DGICA,-12480,18.15999984741211,-226636.79809570312,108415.0,2088898.09674263,0.11511322234008209,0.10849586126250692
DGII,-5371,44.900001525878906,-241157.9081954956,248985.0,10744406.83517456,0.021571580617306265,0.022444971778805285
DGX,-2998,182.74000549316406,-547854.5364685059,980560.0,178310393.34373474,0.0030574365668597538,0.003072476742353368
DHC,-16318,5.559999942779541,-90728.07906627655,1746730.0,9718597.527091503,0.009342027674569053,0.009335511509079733
DHI,-1307,150.1699981689453,-196272.18760681152,3606765.0,548963876.8463898,0.00036237459329898123,0.0003575320633742393
DHR,-2135,224.5399932861328,-479392.88566589355,3412800.0,802623688.1825256,0.0006255860290670418,0.0005972822540927477
DHT,1307,13.819999694824219,18062.739601135254,2424510.0,31954560.201425552,0.000539077999265831,0.0005652632828390309
DIN,-2264,34.04999923706055,-77089.19827270508,427785.0,15318713.923454285,0.00529237818062812,0.005032354455988293
DINO,1676,50.77000045776367,85090.52076721191,2421205.0,119189435.39405823,0.0006922173050196081,0.0007139099240288355
DIOD,750,59.97999954223633,44984.999656677246,288490.0,16066358.386116028,0.0025997434919754585,0.002799949968472736
DIS,-1989,109.55999755859375,-217914.83514404297,9375700.0,1056524345.6513977,0.00021214415990272726,0.00020625633099792705
DK,196,28.670000076293945,5619.320014953613,1445670.0,41865378.11197281,0.00013557727558848146,0.00013422355818510046
DKNG,4111,30.1200008392334,123823.3234500885,12395415.0,410077885.33904076,0.00033165489013477965,0.00030195074613134746
DKS,-21,205.67999267578125,-4319.279846191406,1165125.0,244070155.50682068,1.8023817186997104e-05,1.7696878330831814e-05
DLB,1402,61.189998626708984,85788.378074646,675200.0,42599724.0819931,0.0020764218009478672,0.0020138247353322348
DLR,-1833,163.2100067138672,-299163.94230651855,1941275.0,307701469.164505,0.0009442248007108731,0.0009722538638467726
DLTR,-1148,119.0999984741211,-136726.79824829102,3106840.0,405880227.6148987,0.00036950728070966,0.0003368648900483473
DLX,179,23.899999618530273,4278.099931716919,415785.0,9824676.586732864,0.00043051096119388625,0.0004354443521829531
DNLI,-1564,20.84000015258789,-32593.76023864746,1653815.0,30628996.138954163,0.0009456922328071761,0.0010641471921175535
DNOW,-5417,14.880000114440918,-80604.96061992645,2298265.0,32176036.121339798,0.0023569953856496097,0.002505124009556529
DOC,-18235,17.149999618530273,-312730.24304389954,9031300.0,154802034.84667778,0.002019089167672428,0.002020194652826368
DOCN,-348,60.2400016784668,-20963.520584106445,2630070.0,144970817.34983444,0.00013231586991981203,0.00014460510720249717
DOCS,-1205,38.72999954223633,-46669.649448394775,2541565.0,107880967.3005867,0.00047411732534875166,0.0004326031793760248
DOCU,6868,56.21500015258789,386084.62104797363,3485680.0,214116418.21508408,0.0019703472493172065,0.0018031528094223216
DOMO,-133,6.289999961853027,-836.5699949264526,1183040.0,8077100.742442608,0.00011242223424398161,0.00010357305444149559
DORM,623,122.45999908447266,76292.57942962646,177380.0,22290366.814308167,0.0035122336227308604,0.003422670432711512
DOV,-3376,206.0,-695456.0,1114380.0,227073271.14219666,0.0030294872485148693,0.0030626942418268822
DOW,1969,27.780000686645508,54698.821352005005,11262640.0,301222674.95991707,0.0001748257957281774,0.0001815893221162173
DOX,2673,81.81999969482422,218704.85918426514,893140.0,73748276.64176941,0.0029928118771973037,0.002965558913961055
DPZ,-587,405.3699951171875,-237952.18713378906,672445.0,273615155.12893677,0.000872933845890742,0.0008696601144832708
DRH,705,9.039999961853027,6373.199973106384,2666670.0,24757983.326740265,0.0002643746695316631,0.0002574199961683836
DRI,-2282,196.5,-448413.0,1692355.0,342092795.3692627,0.0013484168510743905,0.0013107934632647638
DRS,-2230,42.470001220703125,-94708.10272216797,1315785.0,52434768.103027344,0.001694805762339592,0.0018062080971938152
DRVN,-4316,15.300000190734863,-66034.80082321167,833125.0,12914087.92453289,0.005180495123780945,0.005113392537599607
DSGR,6558,28.020000457763672,183755.16300201416,66430.0,1930140.764055252,0.09872045762456721,0.09520298541125159
DT,10009,40.650001525878906,406865.865272522,4176640.0,171496603.09005737,0.0023964239197057924,0.0023724427069780852
DTE,-583,136.55999755859375,-79614.47857666016,1458875.0,194439856.73919678,0.0003996229971724788,0.0004094555504813372
DTM,-909,124.30999755859375,-112997.78778076172,681505.0,81728354.77169037,0.0013338126646172809,0.001382602012440151
DUK,26,120.23999786376953,3126.239944458008,3665440.0,433473428.95339966,7.0932821161988734e-06,7.212068227587007e-06
DUOL,-10,142.8000030517578,-1428.0000305175781,1972590.0,317670028.28811646,5.0694771848179295e-06,4.495230595762809e-06
DV,-10500,10.970000267028809,-115185.00280380249,2082735.0,22770148.79049301,0.005041447903837982,0.005058596843771812
DVA,-842,105.87999725341797,-89150.95768737793,866725.0,94025189.08760071,0.0009714730739277164,0.000948160365881513
DVN,1497,39.83000183105469,59625.51274108887,9348435.0,345731085.14499664,0.00016013375500819121,0.0001724621108804331
DX,199,14.640000343322754,2913.360068321228,7275605.0,103834252.8796196,2.7351677283195005e-05,2.8057793912176905e-05
DXC,13870,14.430000305175781,200144.1042327881,1562020.0,23069888.06224346,0.008879527790937376,0.008675555932165404
DXCM,-76,73.36000061035156,-5575.360046386719,5835495.0,412193783.45191956,1.3023745200707052e-05,1.352606533678366e-05
DXPE,292,128.38999938964844,37489.879821777344,126755.0,14794510.485229492,0.002303656660486766,0.0025340398967040106
DY,10,369.989990234375,3699.89990234375,310240.0,111491572.14645386,3.223310985043837e-05,3.318546712646235e-05
EAF,1895,17.170000076293945,32537.150144577026,193130.0,3335070.8536052704,0.00981204370113395,0.009756059637954556
EAT,-569,156.63999938964844,-89128.15965270996,1184535.0,186775777.4205017,0.0004803572709966358,0.0004771933538900461
EBAY,551,95.16999816894531,52438.66899108887,4025315.0,370733246.17492676,0.00013688369730070814,0.000141445822655857
EBC,-849,19.93000030517578,-16920.57025909424,1900875.0,37166773.29212189,0.00044663641743933715,0.0004552606739924026
EBF,-564,18.979999542236328,-10704.719741821289,188815.0,3532384.2277240753,0.002987050816937214,0.0030304516869384757
EBS,4357,11.710000038146973,51020.47016620636,964665.0,11710988.06277752,0.0045165938434586096,0.004356632411604194
ECL,-193,281.4599914550781,-54321.77835083008,1105415.0,302694539.6852112,0.0001745950615832063,0.00017946071444606271
ECPG,905,53.90999984741211,48788.54986190796,157895.0,8796576.571044922,0.00573165711390481,0.005546311052699959
ECVT,-2394,10.729999542236328,-25687.61890411377,1104230.0,11602208.386759758,0.0021680265886635935,0.0022140284028537224
ED,-2701,105.18000030517578,-284091.1808242798,1832140.0,186623035.00282288,0.001474232318490945,0.0015222728577958375
EE,-3243,36.27000045776367,-117623.61148452759,390545.0,12745970.107212067,0.008303780614269802,0.009228298081287079
EEFT,2013,72.31999969482422,145580.15938568115,565825.0,42013031.284332275,0.0035576370786020413,0.0034651191531607406
EEX,-166,,,,,,
EFSC,-2266,56.11000061035156,-127145.26138305664,169875.0,9461463.486499786,0.013339220014716704,0.013438223543796955
EFX,3012,205.3300018310547,618453.9655151367,1595035.0,341995738.6693573,0.0018883598165557495,0.0018083674607216678
EG,10,324.9100036621094,3249.1000366210938,319385.0,104925635.36026001,3.131017424111965e-05,3.0965740883678e-05
EGBN,2039,25.84000015258789,52687.76031112671,446265.0,10804296.223621368,0.004569034094092076,0.004876556438348643
EGP,-1824,177.55999755859375,-323869.435546875,339070.0,61781077.44560242,0.005379420178724157,0.00524221086678261
EGY,-4024,4.889999866485596,-19677.359462738037,1230260.0,5184970.149201155,0.003270853315559313,0.0037950767114386793
EHC,1737,95.69999694824219,166230.89469909668,1162495.0,117749183.33522797,0.0014941999750536562,0.0014117371347353036
EIG,-1818,43.650001525878906,-79355.70277404785,283685.0,12499670.46125412,0.006408516488358567,0.006348623591320336
EIX,366,62.25,22783.5,3005660.0,182452426.11049652,0.00012177026010926053,0.00012487364780889182
EL,2373,114.62000274658203,271993.26651763916,3288915.0,372922044.7240448,0.0007215145420298183,0.000729356900096665
ELAN,-1678,24.1200008392334,-40473.36140823364,4721785.0,113093705.5886364,0.0003553740799295182,0.00035787457133512114
ELF,1584,84.9800033569336,134608.3253173828,1790960.0,152965911.4831543,0.0008844418635815429,0.0008799890381603541
ELS,-5817,61.91999816894531,-360188.6293487549,1638825.0,101054665.29968262,0.00354949430232026,0.0035642949118736642
ELV,332,341.8500061035156,113494.20202636719,1621970.0,580208359.2774963,0.0002046893592359908,0.00019560938792349646
EME,-404,727.3499755859375,-293849.39013671875,336190.0,225124757.08862305,0.0012017014188405366,0.0013052735467074439
EMN,1586,69.02999877929688,109481.57806396484,1516745.0,102920943.07155609,0.0010456602790844868,0.0010637444119400213
EMR,201,148.4199981689453,29832.419631958008,2852365.0,414337209.61639404,7.04678398451811e-05,7.20003391913021e-05
ENOV,-8917,21.459999084472656,-191358.81183624268,1035990.0,26089287.36374855,0.00860722593847431,0.0073347657668157915
ENPH,2941,40.470001220703125,119022.27359008789,6300660.0,230204934.12733078,0.00046677649643053266,0.0005170274652942686
ENR,-336,21.049999237060547,-7072.799743652344,1073095.0,22068294.127702713,0.00031311300490636894,0.0003204959886216912
ENS,980,181.02000427246094,177399.60418701172,389835.0,64855026.89613342,0.002513884079161697,0.002735325427759372
ENSG,235,171.8000030517578,40373.000717163086,316995.0,56084964.27116394,0.0007413366141421789,0.0007198542647181617
ENTA,-9940,12.649999618530273,-125740.99620819092,271355.0,3703188.693704605,0.036630981555526895,0.033954790481497674
ENTG,1316,120.6500015258789,158775.40200805664,3109400.0,336478428.9992523,0.00042323277802791537,0.0004718739399737552
ENVA,483,159.25999450683594,76922.57734680176,293795.0,46753882.343673706,0.001644003471808574,0.001645266093227661
ENVX,7825,7.199999809265137,56339.998507499695,6231520.0,48775835.63836813,0.001255712891878707,0.0011550801287181112
EOG,-501,111.0199966430664,-55621.01831817627,4181585.0,447467127.1416855,0.00011981102859322482,0.00012430190944633234
EOLS,-238,4.800000190734863,-1142.4000453948975,1502665.0,8168940.47137022,0.00015838526883902934,0.0001398467829945242
EPAC,2467,39.400001525878906,97199.80376434326,408285.0,16374230.43893814,0.0060423478697478475,0.00593614485436829
EPAM,-406,218.35000610351562,-88650.10247802734,673725.0,144282001.86340332,0.0006026197632565216,0.0006144224597185407
EPC,-6633,18.790000915527344,-124634.07607269287,587185.0,10706870.163698196,0.011296269489172919,0.011640570415737978
EPR,-3421,51.70000076293945,-176865.70261001587,796100.0,42293979.53868866,0.0042971988443662856,0.004181817472347972
EPRT,1836,29.489999771118164,54143.63957977295,1831580.0,55146589.86114502,0.0010024132170038983,0.0009818130135716928
EQBK,-316,45.189998626708984,-14280.039566040039,88250.0,4090818.801460266,0.0035807365439093483,0.0034907533819250585
EQH,12334,46.11000061035156,568720.7475280762,2690560.0,126258774.14459229,0.004584175784966699,0.004504405744322956
EQIX,142,816.1500244140625,115893.30346679688,506905.0,400732740.3744507,0.0002801313855653426,0.00028920348099959197
EQR,5451,60.7599983215332,331202.7508506775,2376100.0,146258999.6618271,0.002294095366356635,0.0022644948455580053
EQT,7500,55.959999084472656,419699.9931335449,11925585.0,633051107.5009537,0.0006288999659136218,0.0006629796364946927
ERIE,-270,273.5299987792969,-73853.09967041016,151740.0,42718214.549713135,0.0017793594306049821,0.0017288433154073876
ERII,-294,14.649999618530273,-4307.0998878479,335540.0,4753406.326141357,0.00087619955891995,0.000906108081726783
ES,761,69.9000015258789,53193.90116119385,2219555.0,153196662.88635254,0.0003428615195388265,0.0003472262395209955
ESAB,-914,117.5999984741211,-107486.39860534668,305430.0,35932981.796188354,0.002992502373702649,0.0029913019524794478
ESE,1258,223.05999755859375,280609.47692871094,168540.0,35947936.5271759,0.0074641034769194255,0.007805996784170794
ESI,-64,29.889999389648438,-1912.9599609375,1905600.0,53758538.885822296,3.358522250209908e-05,3.558429973330253e-05
ESNT,5423,62.11000061035156,336822.5333099365,692945.0,42969382.13088989,0.007826017937931582,0.00783866363923816
ESQ,-28,105.08000183105469,-2942.2400512695312,75250.0,8049534.635238647,0.00037209302325581393,0.00036551678880779195
ESRT,-942,6.519999980926514,-6141.839982032776,1504055.0,9761476.679186821,0.0006263068837243319,0.000629191687270867
ESS,94,245.47999572753906,23075.119598388672,570790.0,144919875.5140686,0.00016468403440845144,0.00015922674178773066
ESTC,1127,73.37999725341797,82699.25690460205,1298670.0,96038446.38824463,0.0008678109142430333,0.0008611057343668636
ETD,-71,24.149999618530273,-1714.6499729156494,321230.0,7722775.509176254,0.00022102543349002273,0.0002220250958840239
ETN,-440,347.32000732421875,-152820.80322265625,2771110.0,918500803.4185791,0.00015878113824424148,0.0001663806962975652
ETR,-1593,96.4800033569336,-153692.64534759521,2289510.0,215458506.83532715,0.0006957820669051456,0.0007133282765440356
ETSY,2262,57.189998626708984,129363.77689361572,3028375.0,182227760.19195557,0.000746935237544888,0.0007099015910492789
EVCM,-730,11.859999656677246,-8657.79974937439,141480.0,1708007.8953504562,0.00515973989256432,0.00506894597673856
EVEX,-16470,4.090000152587891,-67362.30251312256,989175.0,4350909.006744623,0.01665023883539313,0.015482351483034909
EVR,544,363.17999267578125,197569.916015625,326055.0,119806776.509552,0.0016684301728236033,0.0016490712943927096
EVRG,-9709,76.6500015258789,-744194.8648147583,1974070.0,147416743.73306274,0.004918265309740789,0.005048238388458242
EVTC,86,28.729999542236328,2470.779960632324,335320.0,9919408.515605927,0.0002564714302755577,0.00024908541237565887
EW,9027,81.86000061035156,738950.2255096436,3450810.0,290746489.1753769,0.0026159075695271544,0.002541561989640784
EWBC,3889,114.06999969482422,443618.2288131714,1139620.0,130554725.47981262,0.0034125410224460787,0.0033979484632424665
EWTX,4461,28.68000030517578,127941.48136138916,1194625.0,32100390.764284134,0.0037342262216176624,0.003985667411368111
EXC,3982,44.7599983215332,178234.31331634521,7168655.0,316433711.46167755,0.0005554737952935383,0.0005632595607245554
EXE,356,109.66000366210938,39038.96130371094,3431625.0,363706948.0927658,0.00010374093905948349,0.00010733630882892508
EXEL,5830,42.65999984741211,248707.7991104126,2354355.0,103766926.83872223,0.0024762620760250685,0.0023967925685701567
EXLS,847,39.779998779296875,33693.65896606445,1102905.0,46329158.54797363,0.0007679718561435482,0.0007272668017739805
EXP,-2089,217.9199981689453,-455234.87617492676,437220.0,97857798.28109741,0.0047779150084625585,0.0046520040729637144
EXPD,2069,160.07000732421875,331184.8451538086,1287560.0,204996912.05749512,0.0016069154058839976,0.0016155601654181102
EXPE,57,265.760009765625,15148.320556640625,1588635.0,449720726.47720337,3.5879859124342597e-05,3.368383902450292e-05
EXPI,-145,,,,,,
EXPO,-729,73.48999786376953,-53574.20844268799,300030.0,22060570.376358032,0.0024297570242975703,0.0024285051351211947
EXR,391,137.16000366210938,53629.561431884766,1322060.0,184604546.38267517,0.00029575057107846843,0.0002905105127839788
EXTR,-4334,15.020000457763672,-65096.681983947754,1554715.0,24174483.980412483,0.0027876491832908284,0.0026927847575440584
EYE,-77,25.729999542236328,-1981.2099647521973,1103060.0,29831833.21940422,6.980581292042137e-05,6.641261199675494e-05
EYPT,-6663,15.039999961853027,-100211.51974582672,907050.0,14761331.776161194,0.007345791301471804,0.0067887858131922265
EZPW,2853,20.979999542236328,59855.938694000244,748920.0,15808185.354156494,0.003809485659349463,0.003786388972106918
F,-9470,13.819999694824219,-130875.39710998535,59863170.0,826358876.8850231,0.00015819409496690536,0.00015837598018348016
FA,-1329,12.90999984741211,-17157.389797210693,530245.0,7749529.737687111,0.002506388556233439,0.0022139910908105516
FAF,-2711,63.810001373291016,-172988.91372299194,1009945.0,62683560.20839691,0.0026843045908440557,0.002759717430660852
FANG,-1341,160.27000427246094,-214922.07572937012,1969325.0,296335125.8074188,0.000680943978266665,0.000725266959641642
FAST,7086,43.619998931884766,309091.31243133545,9036270.0,385224426.2888527,0.0007841731156771544,0.0008023668577017222
FBIN,-5419,54.880001068115234,-297394.72578811646,1846465.0,105534875.42339325,0.0029347970310837196,0.0028179758074760074
FBK,-4572,57.08000183105469,-260969.76837158203,299665.0,17486811.33134842,0.015257037024677556,0.014923805342586634
FBNC,-722,56.79999923706055,-41009.599449157715,288440.0,16214857.830753326,0.002503120232977396,0.0025291371578589072
FBP,3020,21.8799991607666,66077.59746551514,1390755.0,29675925.324878693,0.0021714823962523952,0.00222663983488728
FBRX,90,29.850000381469727,2686.5000343322754,218955.0,6480143.293514252,0.0004110433650750154,0.00041457417107135567
FCBC,-165,33.58000183105469,-5540.700302124023,49010.0,1651183.2925987244,0.0033666598653336053,0.0033555937290303856
FCF,-9764,17.600000381469727,-171846.4037246704,593810.0,10323011.487474442,0.016442969973560567,0.01664692555396092
FCFS,-1059,166.07000732421875,-175868.13775634766,250080.0,41459241.723861694,0.004234644913627639,0.004241952588706597
FCN,-2459,179.24000549316406,-440751.17350769043,201810.0,35944071.92680359,0.012184728209702195,0.012262138090676953
FCNCA,-128,1980.050048828125,-253446.40625,101625.0,215336978.25317383,0.0012595325953259533,0.001176975772140819
FCPT,-2351,23.940000534057617,-56282.94125556946,938495.0,22645772.593364716,0.0025050746141428563,0.002485361937797633
FCX,-776,63.630001068115234,-49376.88082885742,21348140.0,1244629850.6785774,3.634977098707429e-05,3.96719400566658e-05
FDP,-1063,,,,,,
FDS,-910,269.8599853515625,-245572.58666992188,524205.0,149805467.99728394,0.0017359620759054186,0.0016392765227660065
FDX,-628,253.5455322265625,-159226.59423828125,2219081.8,548605839.1469872,0.0002829999326748568,0.0002902386064389298
FE,7130,47.40999984741211,338033.29891204834,4293600.0,198090207.9714012,0.0016606111421650829,0.0017064614267094467
FELE,-605,98.16000366210938,-59386.80221557617,275765.0,27426689.80480194,0.0021938969774989575,0.0021652923717093474
FERG,-1920,251.72999572753906,-483321.591796875,1191450.0,286455058.5999298,0.0016114818078811531,0.0016872510269469315
FET,49,43.599998474121094,2136.3999252319336,181715.0,7574763.549861908,0.000269653028093443,0.00028204179723483004
FFBC,-4327,27.200000762939453,-117694.40330123901,1117550.0,29428002.77291298,0.0038718625564851685,0.003999401665463036
FFIN,-805,31.31999969482422,-25212.599754333496,781065.0,24810094.785518646,0.0010306440565125822,0.0010162234353513953
FFIV,1031,292.29998779296875,301361.2874145508,1174300.0,316537475.3100586,0.0008779698543813335,0.0009520556361276267
FG,3801,28.520000457763672,108404.52173995972,1221065.0,35615489.82181549,0.003112856399945949,0.0030437464789143205
FHB,-2865,27.010000228881836,-77383.65065574646,1425175.0,38233264.82192993,0.0020102794393670955,0.002023987514960024
FHI,3256,52.90999984741211,172274.95950317383,545840.0,29022848.72648239,0.005965117983291807,0.005935839073783912
FHN,14324,24.200000762939453,346640.8109283447,6444205.0,156627661.1158371,0.002222772242658326,0.002213151932799275
FIBK,6872,36.65999984741211,251927.51895141602,998755.0,36688454.22622681,0.006880566305049787,0.006866670298999002
FICO,280,1525.6700439453125,427187.6123046875,281010.0,444947121.55029297,0.0009964058218568735,0.0009600862475888653
FIS,5997,56.189998626708984,336971.4217643738,3196005.0,200023307.1308899,0.0018764050744601464,0.0016846607857746733
FISI,808,31.969999313354492,25831.75944519043,126655.0,4030699.0263175964,0.006379534957167108,0.006408754232585322
FISV,-609,64.94999694824219,-39554.54814147949,9056130.0,607463376.1553192,6.724726787270059e-05,6.51142928020174e-05
FITB,-750,49.689998626708984,-37267.49897003174,9241230.0,459868061.6273117,8.115802766514848e-05,8.103954607796665e-05
FIVE,970,185.4199981689453,179857.39822387695,1151070.0,225150343.01139832,0.0008426941888851243,0.0007988324415511621
FIVN,1677,18.270000457763672,30638.790767669678,1948635.0,36654802.77759552,0.0008606024216951866,0.0008358738404233619
FIX,84,1169.050048828125,98200.2041015625,393530.0,420053927.822876,0.0002134525957360303,0.0002337799925131769
FIZZ,2577,33.15999984741211,85453.319606781,273750.0,8992686.666564941,0.009413698630136986,0.009502534979284757
FLEX,73,66.2699966430664,4837.709754943848,2977435.0,189094752.0472908,2.4517747658639063e-05,2.558352203097621e-05
